Review	Sentiment
pizza hedansa fantazija!	1
veoma zadovoljna uslugom! sjajno!	1
"kapricoza stigli na vreme, pizza je izgledala vrlo fino, ali je bila...
meni preslana i neukusna, drugoj osobi koja je jela slana ali ukusna.
ne mogu reci da im ne bi pruzila jos jednu sansu."	1
"piletina u slatko-slanom sosu nisu imali piletinu sa brusnicom i suvim sljivama, pa sam umesto toga uzeo piletinu u slatko-slanom sosu. file je pristojan, ali slatko-slani sos je u stvari bio obicna gomila kecapa...

dostavljac nije imao sitno, a cini mi se da se cak i naljutio kada nisam hteo da ga ""castim"" tih 60 dinara, koliko nije imao sitno da mi vrati..."	0
madjarica - preporuka brza dostava, topla i ukusna pica. svaka preporuka	1
"nisam odusevljen apetit burger - 288 dinara, za jedan burger prosecne velicine je stvarno previse. pretrpan je, a u isto vreme izuzetno suv, nije mogao da se jede. sama lepinja je gnjecava i suva, i unutra nema nikakvih premaza, i jedva nagovestaj salate. dosta nezadovoljavajuce za taj novac iskreno.  pomfrit je stigao skroz hladan i dosta gadan.

indeks je isto stigao mlak, pritom sam zamolio da mi stave vise premaza, zelja mi nije ispostovana i sam indeks je dosta suv, nedovoljno grilovan, vrlo prosecan sendvic sve ukupno. ima mnogo boljih mesta da pojedete indeks. zbog preporuke drugarice sam uzeo ovde i dobrih ocena, ja iskreno ne vidim cime su svi odusevljeni. lepo izgleda hrana, al to je to."	0
:) definitivno najbolji	0
miljakovac sat vremena im treba za dva kilometra	0
:d haha ovo mi je bila najzanimljivija dostava ikad, malko su zakazali ali su mi i popravili raspolozenje istovremeno, dostavljac - faca :))	1
"dojam uzela rizoto s piletinom i palacinke..
vreme dostave planiranih 30 minuta, realnih sat vremena bez najave i isprike!!! predvidjeni racun 660 din, na racunu 690 din!!!!

rizoto ko pririnac u mleku, tecno, bezukusno. palacinke ok.
porcije velike, al badava..

covek izgubi volju za zivot, a ne da bi jeo.. 

sramota!"	0
savrsena dostava hrana vrela i ukusna, dostavljac ljubazan, za svaku preporuku	1
"not thrilling, but nice... naruceno:

1 x diablo (32 cm)
pica ukusna, topla, solidno ljuta i sasvim dovoljna za dvoje gladnih ljudi :)
dostavljac za svaku pohvalu.
brzina dostave: daleko pre ocekivanog, daleko pre najavljenog."	1
"uzasna dostava narucili smo obrok, receno je da ce stici za 60 minuta, posle sat i po vremena, kada smo pozvali, receno je da ""nisu primili narudzbinu"". ili je aplikacija losa ili je njihova usluga ocajna. sve u svemu, lose."	0
odlican sendvic! jedan ne moze sam da ga pojede!	1
"odlicna klopa ...i opet po ko zna koji put porucujemo iz city pizze.
tacno na vreme, topla i ukusna. sve pohvale city pizzi
dosta dugo porucujemo iz city-ja i ne planiramo da menjamo dostavljaca...."	1
porodicna margarita katastrofa! dostava je kasnila, i umesto porodicne margarite sam dobio porodicnu madjaricu koju ne volim!!! sramota za restoran da ovakav kiks napravi!	0
"podeljena misljenja narucila sam vise stvari za sebe i kolege:

piletina kafance- nije lose, obilna porcija, sve je kako pise, ali je krajnje klasicno spremljena, obicno nekako.

pasulj - najbolji u gradu :)

kupus - super!

sarme - prosecne.

gulas juneci i pire - meso je bilo ""bljutavo"", a kolicina pirea koji dobijete je izuzetno mala. ima svega 2 zalogaja.

i ono sto mi najvise smeta je sto kasne, koliko god da napisu da im treba vremena. 60 min, 75min, 90 min... uvek kasne i po pola h, h van toga."	0
"firma 5.0

za sada nismo nasli bolje !
raznovrsno - ukusno - cene pristupacne - tacnost!

preporuka:
spanski prsti, becka, punjena paprika, gurmanska..."	1
konentar dostava na vreme.pica odlicna. jedina zamerka sto nije bila isecena	1
najbolja pizza i jako brza dostava :) vec duze vreme samo ovde narucujem pice, margarita mi je omiljena, palacinke su takodje super a dostava je jako brza kao sto sam i napisao gore :)	1
pizza po meri sve sto sam jeo je i te kako valjalo!!!	1
5* pileca dzigerica je vrh, proja najbolja do sada koju sam jela, sve pohvale, uvek na vreme , uvek toplo, sve pohvale!	1
jedno od prijatnih iznenadjenja:) piletina sa vrganjima i pireom, i pica, i sve to za 830 dinara, je bilo prvo iznenadjenje. kad je hrana stigla, stvarno smo se iznenadili kako je ukusno (piletina). pica je standardnog kvaliteta, stigla vruca. sigurno narucujemo  ponovo!	1
odlicno hrana je stigla veoma brzo, za oko 20 min. girosi su odlicni, uzeli smo porciju mesani i jedan pileci. veliki pomfrit je sasvim ok, taman da se gricka uz giros. jedino morate znati da giros porcija i nije bas tako velika, dovoljna je za jednog gladnog muskarca. no sve je vrlo ukusno, dobro spakovano, brzo stize. svaka preporuka.	0
super akcija cetvrtkom :) narucili smo u cetvrtak na akciju porodicnu djapeto picu i veliku kapricozu za 1250 rsd.pre vreme je stigla.bili smo zadovoljni, pica je jako fina, za te pare vise nego odlicna.primaju promo kod i dostava je besplatna :) cista 5 :)	1
giros sendvic odlicno!!!	1
cekajuci... proslo je sat vremena od porudzbine vas jos nema, a rekli ste 45 min... jako ne ozbiljno, gubite musterije...	0
porodicni rucak odlican 5+	1
falila je jedan porcija uzeli smo poprilicno veliku narudzbinu, ali s obzirom da su bile dve leskovacke pljeskavice, jednu su potpuno zaboravili, onda se nisu javljali na telefon, kada su se konacno javili i ustanovili gresku, rekli su da ce pljeskavica koja je falila stici za pola sata a stigla je za sat vremena. kvalitet hrane nije los, ali poradite na ovome.	1
promasaj kad mi je stigla hrana zapitala sam se otkud ovako visoke ocene. pileci stapici sa susamom neslani, slabo peceni i nimalo hrskavi. pire bljutav. apetit burger je bio korektan, ali nista posebno. porcije velike, ali ukus nezadovoljavajuci.	0
sve ok pileci file mekan i socan a salata sveza i hladna ,stigli su na vreme ..sve je bilo ok..	1
odusevljena drugi put naracujemo iz ovog restorana i odlicni su. pizza je bogata sastojcima a ima divno hrskavo tanko testo. cak je i ujutru bila super (podgrejana u mikrotalasnoj). dostavljac jako ljubazan i stigao pre naznacenog vremena. sve pohvale, dobili ste stalne musterije :)	1
super stvarno super hrana. brza isporuka, super palacinke, vrela pica, hladni sokovi, sitan novac, znaci sve :)	1
rbt bolje na izgled nego na ukus.	0
probudili ukucane u 2 ujutru izricito sam napomenuo zvati na mobilni, nikako ne zvoniti. momak koji je dostavio hranu je naravno pozvonio na interfon i probudio mog oca od 70 godina u 2 ujutru ako vec postoji opcija zavrsna napomena onda je i pratite. burito sa piletinom  malko dosadan, sa junetinom skroz ok (meso je super)	0
ni blizu 'nako. ne bih preporucijo, nije ni prici onom sa slike, meso nisam ni video ni osetio.	0
svinjski medaljoni u sosu od pecuraka po drugi put izneverili povodom ove  konkretne porudzbine. a ovog puta naglaseno da jave ako nemaju trazeno. parcici nedefinisanog mesa i 3 listica pecurki u sosu od lovackih snicli (takav ukus je imao)... valjda pomesali sta je ostalo. neozbiljno. nekorektno.	0
lose losa poca, masa sa sirem i sunkom veoma loseg kvaliteta. palacinke premasne.	0
nikad vise najslabije jelo od svih restorana na donesi.com i jos su neljubazni	0
vanredno dobra pizza kao pizza majstor, preporucujem.	1
vrlo dobro narucili smo 2 pileca girosa sa prilozima i pice. giros je bio skroz ok, s tim sto bi bilo dobro da se pored velicine stavi gramaza. tortilje su biie bajate, to je jedia stvar koja nam se nije svidela. isporuka je brza, bez zamerki.	1
opet odlicnio ovo je vec neki put da narucujem i uvek stize na vreme topla i dobro napravljena  sve pohvale nastavite ovako.	1
sjajno narucena pizza diablo srednje velicine, mislila sam da ce mi biti previse pa da ostane i za sutra, medjutim pica je predobra i nije ostalo za sutra :) super stvarno, cak sam i osetila da je ljuta, sto je kod mene retkost jer ljuto jedem svaki dan i ne osecam ga vise :) dostava pre vremena, sve pohvale!	1
"kapricoza testo dobro ispeceno , tanko, bas kako treba da bude. 
ukus izbalansiran, blago neutralan. 
dobro bi bilo da svako parce pice ima maslinu."	1
"hmmm... juce jeo u restoranu i odusevio se. danas narucili i kao da nije isti restoran. prvo su kasnili 35min a imali su 1h fore, ok dobili 10% popust i bili su ljubazni ali to nije poenta. onda mesa nije bilo ni za predjelo a kamoli glavno jelo od 500din...ako je bilo 50grama mesa ali ni gram vise. onda sam trazio da mi odvojeno dostave pirinac, znaci samo da ga ne mesaju sa mesom ali to je samo moglo uz doplatu kao da narucujem potpuno novu porciju pirinca....ne kapiram u cemu je fora...a pritom smo opet dobili pirinac pomesan sa mesom i ako sam jasno rekao da to ne rade. 
juce u restoranu ocena 10 a danas preko dostave ocena 1."	0
standardno dobri! kod njih uzimam vec 5 godina. probam i druge ali se vratim. veceras tono, naruceno pre tacno sat, stiglo, pojedeno, raspremljeno i evo pisem utiske. kvalitet na istom nivou godinama sto je, po mom iskustvu, retkost ovde. tono pizza je jedna od boljih koje sam imao prilike da probam. preporucujem svakako. takodje preporucujem i diablo, nacionale kao i piroske i it. minjone.  samo za lazanje mislim da im je to slaba tacka. u svakom slucaju moja prva recenica govori sve o mojim utiscima i iskustvima sa njima.	1
onako nista specijalno	0
katastrofa cekanje 2 sata, usluga -100	0
"otkazao narudzbinu suvise dug rok za dostavu uz lose opravdanje.
takodje, tortilje su kupovne,  nisu domace izrade, sto je neprihvatiljivo. to moze jesti samo neko ko nije probao domace tortilje - svaka treba imati svoj smek."	0
"kilo cevapa porudzbina prihvacena, ocekivano vreme dostave 90 minuta. proslo ravno 2 sata, porudzbine nema ni na vidiku, a niko ni da pozove da javi da ce kasniti! sramota!

edit:  nekoliko minuta nakon postovanja ovoga, stigao je dostavljac. izvinio se za kasnjenje. lepo od njega.

1. hrana je bila lose upakovana - kilo cevapa u aluminijumskoj foliji i kesi, prilozi (pavlaka, urnebes, luk) u casama. 
2. pomfrit je bio skroz mekan.
3. urnebes nam se verovatno jednostavno nije svideo - ostar ukus sira (prokisao) i preljut.
4. somuni prilicno suvi.

iako prilicno mlaki, cevapi su zapravo bili ukusni.

generalno nismo zadovoljni i ne verujem da cemo opet narucivati odavde."	0
390 din za saku povrca utisci su podvojeni - supa je bila odlicna, grilovanog povrca je bilo sramotno malo, a junetina pod sacem je bila ok, ali nista posebno	0
vrh! pre vremena, najbolja pica u kraju	1
"mnogo dobro!!! sve pohvale za hranu.  sve porudzbine su bile ukusne i tople.  
preporucujem becku sa greskom.
posto se hrana sprema po porudzbini,  treba biti strpljiv,  isplati  se :)."	1
"nije bas dobro... narucio sam jelo dana - pilecu supu, cufte u paradajz sosu, kupus salata, plus palacinka. prvi put sam narucivao ista od njih.

supa - potpuno bezukusna, hladna.
cufte - veoma dobre, hladne.
pire - hladan.
kupus salata - kupus salata, dobra.

najavljeno vreme dostave 90 minuta!
ipak ne...."	0
zaboravljena porudzbina hrana je bila pristojna ocekivao sam vise, ali podnosljivo, nego me je iznerviralo sto uopste nisu mi doneli palacinku koju sam narucio... cak je nisu ni pogresili, samo je nema!	0
dostava!!! sir je dobar, jedino sto pise besplatna dostava a naplatili su mu standardnih 170..	0
prsuto pica sasvim u redu. malo se skuvala za vreme dostave, ali sasvim korektna.	1
"los utisak cena po kojoj ste nam prodali na internetu se raylikuje od cene koju ste nam naplatili. sajt nije ayuriran!!!
prvi put sam uzeo vasu uslugu i verovatno nikad vise. neprofesionalno.

dokazi na slikama u prilogu."	0
extra brzo i efikasno	1
"k punjena vesalica.
rok dostave 60 minuta, dostavljeno 10 minuta ranije.
porcija solidna + dobar pomfrit.
ukus zadovoljavajuci, mada sam bolju vesalicu jeo i u uno grilu.

sve u svemu ok, prosecno."	0
kapricoza fenomenalno,pica dostavljena za 25 min i jos meka i topla.sve pohvale,samo tako nastavite	1
:)))) nezamenjivi sanjam vase hamburgere :))))))	1
"prilozi nula burger in plus

1 x giros mali
prilozi: paradajz, zelena salata, kupus, crveni luk, cili, majonez, caciki
cena: 200.00 rsd
1 x giros veliki
prilozi: krastavac, zelena salata, cili, caciki, urnebes
cena: 250.00 rsd
1 x palacinke eurokrem
dodaci za slatke palacinke: banana (+30.00 rsd), plazma (+30.00 rsd)
cena: 190.00 rsd
1 x palacinke nutela
dodaci za slatke palacinke: plazma, mleko (+30.00 rsd), orasi (+30.00 rsd)
cena: 210.00 rsd
zbir: 850.00 rsd
ukupno: 850.00 rsd
mali giros dostavljen bez cili sosa,majoneza,cacikija,paradajza,a stavljena pavlaka,da volim pavlaku porucio bih pavlaku.drugi giros sa cilijem i urnebesom nije bio ni malo ljut.....palacinka stigla sa plazom bez mleka tako da je bila suva ko barut posto nutele nema puno.hrana,solidnog kvaliteta.necemo vise porucivati samo zbog ogromnog propusta kod priloga."	0
brzi gonzales svaka cast za brzinu, stalno cu narucivati kod vas, ostali su puzevi sporaci!	1
lose nema nutele u palacinci sa nutelom. nema nicega. lose je sto se naplacuju svi prilozi. ako narucite kislele krastavce kao prilog dobicete cetvrtinu isecenog. sve pohvale za dostvljace.	0
leonardo pizza doslo je do nesporazuma pri narucivanju (u tom trenutku nisu imali svezeg bosiljka i mocarele). vlasnik restorana je nas kasnije zvao da se izvini na greski.	1
fenomenalno! odlicna hrana i usluga. narucujemo i sledeci put!	1
vojnicki pasulj ovo sto ste mi doneli da pojedem, tj ne ja, vec moje dete, nije cak ni vojnicki pasulj. pitam se da li biste svom bliznjem dali da pojede ovako nesto ?! sramota !	0
izuzetno lose zakasnjenje od preko 40 minuta, nakon provere su javili da ce dostavljac stici za 5-6 minuta, a stigao je za 15. razlog mu je bio sto je imao porudzbine pre moje. rezultat, jedva mlako jelo, muckalica nejestiva koliko je bila preslana, girice zbog toga sto su se ohladile nismo ni probali, burito je bio ok	0
"extra!!!!! juce smo devojka i ja narucili picu pod nazivom parma i 
mogu vam reci da nas je prijatno iznenadila!pica iz ove picerije je fenomenalna!brzi su,kvalitetni.veceras smo narucili i preko ovog sajta i u roku od 5 min.smo uredno dobili odgovor.veliki plus.moram naglasiti da smo imali posebne prohteve za mesto isporuke.naravno izasli su nam u susret tako da za ovo mesto imam samo reci hvale!"	1
najbolja picerija u cacku vrhunski kvalitet kao prvog dana kada su poceli sa radom. usluga skladna danasnjem nacinu poslovanja. perfektno. za svaku pohvalu.	1
"iznenadjujuce lose porudzbina: giros i burger

na ovo mesto sam svracao par puta kada sam bio u blizini i svaki put sam bio zadovoljan hranom. videvsi ih na donesi.com odmah sam odlucio da cu poruciti kod njih umesto restorana gde inace porucujem giros.

porudzbina je stigla pre najavljenog vremena i sve je odlicno sto se dostave tice, medjutim burger je bio vruc, a giros hladan. osim toga u giros je bila ubacena otpr osmina glavice crvenog luka u komadu. ovakva dva propusta su nedopustiva za restoran koji zeli da se probije sa dostavama. dva puta cu razmisliti pre nego sto ponovo porucim."	0
odlicna klopa super pice, sendvici i tortilje	1
mexicana pizza preporuka	1
odlicne cetri sezone odlicna pica, stigla brzo i bila vrela, lepo nafilovana. pored pice smo narucili i palacinke sa nutelom koje su takodje stigle vrele s dovoljno nutele.	1
kasnjenje od 20minuta prvo napisano 30min dostava, nakon porucivanja napisano 60min i onda nakon 90min jod uvek nema ni traga ni glasa. narucivao sam ranije, skroz korektan restoran, cak sta vise veoma kvalitetna kineska kuhinja naspram onih koje imamo u srbiji ali kasnjenje ovoliko je stvarno krajnje nepostovanje. sami odrede rok od 60min koji je duplo podignut od onoga sto pise i onda probiti jos toliko rok. nije korektno	0
moj sendvic zelelei bismo da pohvalimo sendvice, integralne kifle su odlicne, a sastojci svezi i sto je najvaznije - ostavljena je mogucnost da sam izaberes sastojke koje zelis. jako ukusno!	0
sasvim korektno piroske ukusne, ne prevelike, nisu bile prenatrpane pavlakom. pakovanje sasvim ok. stiglo na vreme, toplo. ponovo bih narucio.	1
sveze stizu i brze nego sto jave :-)	1
pristupacno i ukusno brza usluga i odlican odnos cena/kvalitet. lignje se dobijaju uz grilovano povrce i lepinju, a cezar salata sa posebno izdvojenim krutonima. jedina (mala) zamerka ide na visnje za palacinku, koje su vise marmelada nego visnje.	1
"bogato hedansa pica od 32cm - ovo je jedina pica od 32cm koju ne mogu da pojedem. polovina mi je sasvim dosta za obrok. ne volim uvek ovako ""debele"" pice, ali kad mi se bas ovakva jede - ova je pravi izbor. 
cena koja je vise nego korektna za ovako bogatu picu + besplatna dostava - ja nisam nasao bolje."	1
"vrlo dobro letke ovoga dostavnog servis sam vidjao vec jako dugo, ali hranu jos nisam probao. no, konacno smo narucili iz city pizze i iskustva su pozitivna. vreme dostave je bilo korektno, kao i izbor hrane. 

pizza vesuvio je bila vrlo ukusna, mozda malko masnije nego sto je po mom ukusu, ali generalno ukusno. 

pasta karbonara je bila obilna i sa iznenadjujuce puno slanine.

sve u svemu, vidi se da je ovo picerija sa velikim iskustvom iza sebe i vrlo dobrom hranom."	1
"vrlo dobar prvi utisak - meso na meru imaju u manjim jedinicama, tako da moze da se uzme 200-300 grama umesto na kilo
- prilozi: salata, ljute paprike, hleb. meni odgovara, ali nekome ce da zafali luk, urnebes isl.
- prvi put odbili narudzbinu zato sto nisu imali jedan od proizvoda, sto je korektno
- drugi put prihvatili, dali kratko vreme dostave, koje su ispostovali
- hrana dobro upakovana i kvalitetna

sveukupno, vrlo dobar prvi utisak sa ovim restoranom. preporuka."	1
ciz, pomfrit i sok stigla hrana na vreme,jos uvek topla i ukusna,dostavljac prijatan i fin. realna je cena i pristupacna. :)	1
"sasvim pristojno narucujemo skoro svaki dan i 90% restorana na stranici smo isprobali.ukus hrane pristojan,uvek je doslo pre predvidjenog vremena i toplo.cene su dosta manje u odnosu na druge restorane sa mnogo gorim kvalitetom hrane i usluge.od 360  dana u godini barem 150 dana narucujemo i ovo je jedan od malobrojnih restorana koji zasluzuju nas komentar(neke ne vredi ni komentarisati).sve pohvale za ovaj restoran !!!
prijatno iznenadjeni"	1
karadjordjeva hrana je kasnila pola sata, stigla je topla a bila je osrednjeg kvaloteta. karadjordjeva nije imala ni k od kajmaka a meso je bilo suvo.	0
najbolji picaa savrsena, isporuka cak i pre naznacenog vremena. sve 5.	1
odlicno sve odlicno, brza dostava	1
uzasno uzasno uzasno strasno su me iznervirali	0
cevap kilo kilo dobrith cevapa za 700 kinti ukupno sa somunom, kuticom prave kafanske pavlake i dve kutice salate mladog kupusa...fino	1
utisak kecap ste zaboravili da stavite na pizzu	1
"kol'ko para, tol'ko muzike naruceno:
1x sis cevap sa slaninom
1x dimljena kobasica
1x pomfrit
hrana stigla pre vremena, ali je bila hladna i pokisla. meso se da podgrejati, ali hladan pomfrit je nesto najgore. cene su jako niske, sto je naravno odlicno, ali niske su s razlogom. preporucujem ako hocete dosta da jedete, a niste pri parama."	1
sve ok pristojna kapricoza. stigla na vrijeme, topla, i dobio i 2 pepsija gratis. itekako prijatno iznenadjenje s pepsijem, posto su legli ko 1 na 10 :)	1
najbolja pizza redovno narucujemo odavde, ovaj put htela sam da pohvalim fenomenalnu gyros pizzu. plus, pizza uvek stigne za najvise pola sata.	1
ocena krompirpire je iz kesice	1
prilozi pomesni prilozi potpuno! negde fali, negde previse.	0
odlicno brzo i kvalitetno ukratko :)	1
"1 x veliki giros + pepsi 0.33 l lepo topla klopa
lepo zacinjena i nije se stedelo
al usput malo je bio prosut pepsi ali nije strasno :)"	1
"usluga za pohvalu mozda nije najbolje sto sam ikad u zivotu jela (mada je palacinka dosta blizu savrsenstvu), ali je zaista i vise nego pristojno. uostalom, ne ocekujem bogzna sta ako sam vec porucila pizzu i palacinku. sto se tice kvaliteta hrane, pizza sasvim ok, a palacinka divna, topla, i punjena taman kako treba. sto ce reci da ljudi ne stede na materijalu, a i vrlo su tacni, ako ne i brzi od najavljenog vremena. stoga, garantovano porucujem opet. :)

p.s. e, da, jedino je steta sto ne rade onu punjenu ivicu u pizzi, to bi mogli da uvedu."	1
"razocarenje naruceni cevapi i dve pilece supe. prihvatili pa javili da umesto supe imaju corbu. rekli 75 a stigli za 100 minuta. doneli jednu corbu, nisu smanjili cenu. cevapi hladni, malo izgoreli. pomfrit hladan i mekan. kupus salata cudnog ukusa. luk secen ""na panjeve"". jedino je corba ok, ali je ipak nema previse. nikada vise necu naruciti ovde."	0
"moze bolje rebarca na kajmaku ocena 4, socna i ukusna, ali bolje bi bilo da su u somunu nego u lepinji. sis cevap ocena 3, ukus nije pravi rostiljski, kao da su u meso gurani neki dodaci ili mozda soja, a na ljutenici se stedelo. dostava na vreme.
sve u svemu, moze to bolje."	1
"odlicno! porucila sam malu vezuvio pizzu i palacinku sa kremom i bananama. pice je stiglo zasebno da ne bi hladilo hranu, sto je velika pohvala. 

pizza je odlicna, socna i vruca. ista kao i svaki put kad porucujemo kod njih. malo je masnija, po mom ukusu, ali stvarno jako ukusna.

palacinka je odlicna, sa pravim evro kremom i svezim bananama. testo moze da bude malo vise res. takodje vruca. i jako je velika, ja je ne mogu pojesti celu. 

izuzetno povoljna picerija. sve je stiglo za 45 minuta, za toliko je bilo najavljeno."	1
pohvala za dostavu odlicna organizacija i tacni u minut ,to je prelepo  puno hvala.veliki plus i preporucicu vas nekim prijateljima jer ste odlicni.	1
big fat burrito prepuno pirinca	0
brza dostava :) super	1
nista specijalno sopska salata je bila ok,musaka onako, nista specijalno, svinjsko meso je bilo lepo spremljeno	0
odlicno kao i uvek odlicno, ukusno, brzo.	1
strasan burito znaci burito boli glava usi otpadaju od silnih paprika... pa brate mili napisite lepo da ima deset vrsta papricetina ljutih mislim strasno	0
prigovor nedostaju pecurke u prilogu i ako su naplacene :(	0
cara kod rostilja knjaza najo sam se ko dva gmaza	0
na zalost... prvi put narucujem iz pronta. pica je stigla na vreme,dostavljac ljubazan. medjutim brzo sam se razocarao-bezukusna,kartonska,stvarno sam nezadovoljan.	0
"naplata dostave? kvalitet hrane je na zavidnom nivou, zamerka je da je meso jezivo slano. 

druga stvar koja je dovela do toga da vise ne porucujem iz ovog fast fooda je minimum porudzbine od 800 dinara, a na sve to naplata dostave od 200 din. sto ovu vrstu hrane cini luksuznom sto zapravo nikako nije! veliki minus zbog toga!"	0
lose klopa je bas losa, hladna je stigla i totalno je smesno.. nikad ne komentarisem ali je ovo bas lose..	0
kasnjenje od sat vremena!!! hrana je stigla sa sat vremena kasnjenja (ukuono cekanje od 100 minuta). karadjordjeva je bila polu-ziva. ranije im je kvalitet bio na mnogo visem nivou...	0
nase kafance narucili smo 3 porcije ustipaka misleci da su od mesa, leskovacki, i ispali magarci zbog nedostatka slika u ponudi. te tri porcije su kostale kao tri debele vesalice u vecini rostilja iz donesi ponude, a i iz nase okoline. dobiju se bakini ustipci sa sirom i kuglicom kajmaka. proudzbina je stigla na vreme, dostavljac je bio veoma ljubazan. cene su kriminal i mislim da vise necemo narucivati hranu. ustipci su bili ukusni, kao i sir i kajmak, ali to nije ono sto mi zamislil.	0
odlicno hrana je bila topla i ukusna!	1
burger relativno brza isporuka (~30min) i izvrsna hrana. najbolji burger u gradu koje smo ja i moje drustvo probali. cene su pristojne za kolicinu koja se dobija.	1
"sta reci zao mi je sto dobar utisak vezano za hranu, moram pokvariti time da iako je racun bio iznad 2000 i samim tim besplatna dostava - ona je ipak naplacena.
nije stvar u 170 dinara vec u ruznom osecaju neke vrste prevare. postenije je da se napise da se dostava placa u svakom slucaju nego ovako."	0
karadjordjeva neukusno	0
300 dinara prevoz cevapi vrh !!! najbolji u gradu. ali dostava 300 dinara za nepun kilometar voznje .... definitvno necu narucivati na kucnu dostavu vise	0
pasta fasta isreno prosecna pasta, cak sam jeo i bolje preko donesi.com-a, da ne reklamiram sad nekod. previsoka ocena kupaca za osrednji kvalitet. jedino su cene ok, tako da necu vise narucivati njihove paste.	0
utisak u napomeni sam stavila burger bez kecapa. sledeci put procitajte  napomenu. ostalo ok. hvala	0
"ne preporucujem hladna corba neukusna. karadjordjeva i cevapi ispod proseka, salata minijaturna i uzasna. i jedno 3 kg crnog luka svuda!!! ideja priloga je crni luk. ideja salate uz glavno jelo je zrno paradajza i pola kile crnog luka. ne mozemo da izvetrimo stan. sve usvemu, preskupo za los ukus i male porcije.
i nedostavljen somun, sto inace ne bih nikako pomenula, ali ovde zaokruzuje celinu..."	0
odlicna hrana sve sjajno	1
uzas hladna mexicka hrana.burito jestiv i to je to.cevup toliko mali da dodje ko predjelo.ma slici deluje ko sis a uzivo ko sarajevski.ceder nisam ni osetio.dostaavljac nema kredita pa su me zvalli iz lokala da pitaju gde sam.i onih 15din baksisa nisam trebao da mu daam posto je decko ne profesionalan.	0
sarmice od zelja :) hrana je sveza, odlicnog ukusa i dostava je znatno kraca nego sto je naznaceno. za svaku pohvalu i preporuku	1
"odlican biftek prvi utisak je da hrana dodje jako lepo upakovana (istina prosli put je bilo mnogo bolje,sad mi se cini da su promenili izbor velicine kutija) i koriste kvalitetne namirnice.

sam biftek je odlican,srednje pecen i uvek lepo serviran.prsuta i mocarela odlicne takodje.

od priloga pomfrit nije los,nije mastan i uparen sto je po meni jako bitno.

dobije se mala lepinja (rekao bih da je rano jutros ispecena , mogli  su da je podgreju)

kapreze salata odlicna ( rekao bih i kolicinski ista kao kad sam prosli put narucio,ali ne mogu 100% da tvrdim jer su promenili oblik posude).

takodje se dobije plasticni escajg,so i biber u kesicama i salvete.

hrana dostavljena topla,pice hladno i na vreme,dostavljac ljubazan.

cena je korektna u odnosu na ostale (uporedio bih ga sa drugima na sajtu,ali su mi vec jednom administratori donesi.com brisali komentar u vezi sa hamburgerima jer je to krsenje pravila ako se pominje drugi restoran).
probao sam manje vise svaki biftek na sajtu i ovaj mi je licni favorit.

zakljucak : odlican restoran i kompletna usluga na jednom jako visokom nivou.topla preporuka."	1
svaka cast! za svaku preporuku! hedansa pica odlicna.	1
"fantasticno! narucili smo picu i pileci wrap. hrana je stigla za 30 min, super topla, i vise nego ukusna!
definitivno narucujemo opet, svaka preporuka!"	1
taze stigli pre zakazanog vremena, hrana dobra, velike porcije ;)	1
peperoni narucio sam peperoni picu koja je bila odlicna. hrana je stigla vrela i to pre navedenog vremena, a dostavljac je bio ljubazan. nadeva je bilo vise nego dovoljno, kobasica je hrskava kao cips... sve pohvale!	1
prosek burito je bio hladan tortilja je bila suvkasta i raspadala se...prvi put kad sam jeo kod njih bilo je toplo i ukusno...sada su me razocarali...	0
dostava hrana nije dostavljena za 30 minuta kako je napisano.	0
"rizikovao... trudim se da ovde, na donesi.com, komentarisem samo ono sto zadovoljava ili ono sto bas razocarava. sve izmedju nisam komentarisao. bas tu su bili i "" mega food gong"" poslednji put od njih sam narucio pre dosta vremena i nije bilo vredno komentara. posle oko godinu dana resih da rizikujem, narucio od njih ponovo. naruceno:
- rolo punjena vesalica (standard)
- pomfrit

stiglo pre najavljenog, vruce (najavljeno 45 stiglo za 35). punjena vesalica odlicna, bolja od mog favorita iz m.polo-a.
stvarno sam jako zadovoljan. pomfrit, slobodno mogu reci, najbolji koji su mi na kucu doneli. ostaje to sto znajuci sve ove restorane koji donose da utisak zavisi od srece, tj. kako te zadesi... pa mene je ovaj put sa njima skroz  pozitivno ""zadesilo"". shodno tome, ovo sto sam ja narucio, mogu da preporucim svima.
prijatno!"	0
"pica i palacinke pica je bila skroz ok [ maaaaaaaalo slanija ;]

usluga ekstra, dosla za manje od 30 min, receno 45 min.
palacinke, za kolegu su lose, za mene su dobre dok su tople posle toga = ne bas..."	1
zalba vec drugi put narucujem obrok i fali mi 50ak dinara da bi doslo do trazenih 500din, koji je minimum za dostavu, i ja vec drugi put narucujem koka kolu da bi mi dostava stigla i vec drugi put placam pun racun a da ne dobijem koka kolu. sve ostalo je super.	0
pecurka u opisu pice pise da sa pecurkama i kackavaljem(izmedju ostalog), a izgleda kao da su mi samo to polali! tacnije pecurke i kackavalj!	0
pizza pizza sa kulenom je previse masna, ostale su ok... brza dostava.	1
losa hrana razocaran kvalitetom	0
"bez utiska! porudzbina nije stigla!!! 
sramotno!"	0
jako fino dostavljeno na vreme, toplo i pre svega ukusno, narucicu opet	1
spanac, musaka.......... dobra klopa kao uvek :)	1
